"";"gradyear";"gender";"age";"friends";"basketball";"football";"soccer";"softball";"volleyball";"swimming";"cheerleading";"baseball";"tennis";"sports";"cute";"sex";"sexy";"hot";"kissed";"dance";"band";"marching";"music";"rock";"god";"church";"jesus";"bible";"hair";"dress";"blonde";"mall";"shopping";"clothes";"hollister";"abercrombie";"die";"death";"drunk";"drugs"
"548";2006;"F";"18.376";29;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
"549";2008;"F";"";7;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"550";2009;"F";"15.433";40;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"551";2008;NA;"";184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"552";2007;"F";"18.125";46;0;1;0;0;0;1;0;0;0;1;2;0;1;0;0;1;2;2;1;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"553";2007;"M";"17.336";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
"554";2006;"F";"18.398";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"555";2007;"F";"17.44";146;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"556";2006;"F";"";0;0;0;0;0;4;0;0;0;3;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;5;0;4;0;0;0;0;0;0;1;0;0
"557";2006;"F";"18.563";61;1;0;0;0;1;0;0;0;0;0;3;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"558";2009;"M";"";7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"559";2006;"F";"18.672";12;2;0;0;0;0;0;0;1;2;0;0;0;0;2;0;0;2;0;1;1;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0
"560";2007;"F";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"561";2006;"F";"18.152";124;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"562";2006;"F";"18.76";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"563";2007;NA;"17.405";70;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;1;1;0;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
"564";2008;"M";"16.824";5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"565";2007;"F";"17.64";24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0
"566";2009;"F";"15.414";0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;1;0;0
"567";2006;"M";"19.893";19;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"568";2009;"F";"15.893";41;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;3;0;0;2;1;0;1;1;0;0;0;1;0;0;0
"569";2009;"F";"14.125";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"570";2008;"F";"";0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"571";2009;"F";"105.988";31;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"572";2008;"F";"16.389";71;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;1;0;0;0
"573";2006;"F";"18.883";142;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
"574";2006;"F";"";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"575";2007;"M";"17.829";5;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"576";2009;"F";"";15;2;2;2;0;0;1;2;1;0;0;4;2;1;0;0;3;0;0;1;5;0;0;0;0;3;0;5;0;1;0;0;1;1;0;0;0
"577";2007;NA;"18.39";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"578";2006;NA;"18.286";48;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;2;0;0;3;0;0;1;1;0;0;1;0;0;0;0;0;0;0
"579";2008;"F";"16.583";69;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"580";2007;"F";"17.588";40;1;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;1;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0
"581";2008;NA;"";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"582";2008;"F";"15.745";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"583";2009;"F";"15.707";120;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0
"584";2006;"F";"18.932";6;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0
"585";2007;"M";"18.212";37;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"586";2006;"M";"18.122";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"587";2008;"M";"";3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
"588";2007;"F";"18.185";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0
"589";2008;"F";"17.147";39;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"590";2008;"F";"17.259";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"591";2008;"F";"16.627";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"592";2006;"F";"18.483";42;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"593";2009;"M";"15.581";60;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"594";2009;"F";"16.676";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"595";2009;"F";"15.581";12;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;0;2;0;0;0;0;1;0;0;0;2;0;0
"596";2009;"F";"15.636";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"597";2009;"F";"15.499";72;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0
"598";2006;"F";"18.604";34;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"599";2008;"F";"17.06";57;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"600";2007;"F";"19.083";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"601";2006;"F";"18.459";15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"602";2006;"F";"18.694";29;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;9;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"603";2008;"F";"16.531";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"604";2008;"F";"";91;0;0;0;0;1;2;0;0;0;1;0;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"605";2006;"F";"19.072";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"606";2008;"F";"17.235";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"607";2006;"F";"19.373";11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"608";2007;"F";"18.136";31;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"609";2008;"F";"17.079";18;1;0;1;1;5;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"610";2007;"F";"18.732";14;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"611";2006;"F";"";59;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"612";2006;"F";"18.798";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;0
"613";2008;"F";"";14;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"614";2006;"F";"18.867";60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"615";2006;"F";"";55;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"616";2009;"M";"16.134";31;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"617";2009;"F";"103.959";70;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"618";2006;"M";"18.746";15;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"619";2008;NA;"17.864";28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"620";2009;"F";"";35;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"621";2006;"M";"17.936";7;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"622";2006;"F";"18.535";6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
"623";2007;"F";"18.352";36;0;0;0;3;0;0;0;1;0;2;2;1;1;1;0;0;0;0;2;0;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;1
"624";2007;"F";"18.215";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"625";2009;"F";"15.513";7;1;0;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"626";2006;"M";"18.913";10;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;3;0
"627";2006;"F";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"628";2009;"F";"16.304";28;1;0;1;0;1;7;0;2;0;0;11;0;0;0;1;3;0;0;1;1;0;1;0;0;2;0;0;1;3;0;0;0;0;1;0;0
"629";2008;NA;"";56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"630";2008;"M";"17.081";2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"631";2006;"M";"18.467";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"632";2007;"F";"17.051";31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"633";2008;"F";"16.898";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0
"634";2006;"M";"18.93";2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"635";2006;"F";"18.888";23;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"636";2006;"F";"18.171";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"637";2006;"F";"18.36";82;2;1;3;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;2;0;0;1;1;0;4;0;0;0;1;0;0;0;0;0;0;0
"638";2007;"F";"17.599";3;0;0;0;0;0;2;2;0;0;0;2;0;0;1;2;4;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;1;0;1;2
"639";2006;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"640";2009;"F";"15.737";9;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;7;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0
"641";2007;"F";"18.56";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"642";2009;"F";"15.165";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"643";2008;"F";"";26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"644";2006;"F";"18.379";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"645";2007;"F";"";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"646";2007;"F";"17.804";207;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"647";2009;"F";"";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"648";2008;"F";"17.175";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;3;2;0;0;0;0;0;0;0
"649";2009;"F";"";84;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"650";2007;"F";"17.372";16;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;2;1;1;0;2;0;1;0;1;0;0;0;2;2;0;0
"651";2006;"F";"18.809";52;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0
"652";2009;NA;"";0;3;2;0;0;2;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;2;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0
"653";2008;"M";"";109;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;4;1
"654";2009;"F";"16.408";0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
"655";2008;"F";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"656";2007;"F";"18.913";33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"657";2006;"M";"18.489";13;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"658";2009;"F";"15.77";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"659";2008;NA;"16.022";19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"660";2009;"M";"";28;1;1;1;1;1;1;2;2;1;1;0;0;1;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"661";2007;"M";"17.703";89;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"662";2009;"F";"16.208";93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"663";2008;"F";"17.018";45;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"664";2008;"F";"16.517";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"665";2007;NA;"18.248";61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"666";2007;"F";"17.238";55;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;4;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0
"667";2008;"M";"17.377";81;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"668";2008;"F";"16.838";204;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0
"669";2006;"F";"18.861";48;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"670";2009;"M";"15.354";0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;1;0;0;0;0;0;0;0;3;0;0;1;0;0;0
"671";2006;"F";"19.313";30;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"672";2009;"F";"15.05";9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;2;0;2;0;1;0;0;0;0;0;0;0
"673";2006;"F";"";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"674";2006;"F";"18.366";2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0
"675";2006;"F";"17.81";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"676";2008;"M";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"677";2009;"F";"16.178";42;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"678";2009;"F";"16.082";101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;0;0;0;0;0;0;0;0
"679";2009;"F";"15.773";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"680";2006;"F";"18.289";2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"681";2007;"F";"17.78";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"682";2006;"F";"18.483";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"683";2007;"F";"18.198";9;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;1;0
"684";2007;"M";"17.873";66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
"685";2009;"F";"15.636";21;1;0;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"686";2008;"M";"16.556";10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"687";2006;"F";"18.59";64;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"688";2008;"F";"17.191";1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"689";2007;"F";"18.401";51;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;1;1;0;1;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"690";2009;"M";"15.655";2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"691";2007;"F";"17.593";29;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"692";2009;"M";"16.055";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"693";2009;"M";"15.953";74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"694";2007;"F";"18.229";273;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"695";2007;"F";"17.492";0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"696";2008;"F";"17.125";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"697";2009;"F";"15.893";109;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;4;0;0;1;1;0;9;0;0;0;0;0;0;0;0
"698";2009;NA;"";46;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"699";2009;"F";"15.756";46;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0
"700";2007;"M";"16.92";70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0
"701";2008;"M";"16.747";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"702";2009;"F";"16.2";24;1;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;2;0;2;0;1;0;3;0;0;0;0;4;0;0;1;0;0;0
"703";2007;"F";"17.309";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"704";2009;"F";"";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"705";2006;"F";"18.675";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
